400,,,20210907,
400,,,20210921,
400,,,20211005,
400,,,20211019,
400,,,20211104,
400,,,20211116,
400,,,20211130,
400,,,20220222,
400,,,20220308,
400,,,20220322,
400,,,20190509,oops
400,,,20190523,
16,,,20190606,
400,,,20190618,
400,,,20190702,
400,,,20190718,
16,,,20190801,
400,,,20190815,
400,,,20190829,
400,,,20190912,
16,,,20190926,
400,,,20191010,
400,,,20191024,
400,,,20191107,
16,,,20191121,
400,,,20191205,
400,,,20191217,
400,,,20191230,
16,,,20200114,
400,,,20200128,
400,,,20200211,
400,,,20200225,
16,,,20200310,
400,,,20200623,
400,,,20200721,
400,,,20200818,
16,,,20200915,
400,,,20201015,oops
44,,,20210622,
400,,,20210706,
400,,,20210720,
400,,,20210803,
400,,,20210817,
400,,,20210831,
400,,,20210914,
400,,,20210928,
400,,,20211012,
50,,,20211026,
400,,,20211109,
400,,,20211123,
400,,,20211207,
400,,,20211221,
400,,,20220215,
400,,,20220301,
82,,,20220315,
199,,,20220329,
400,,,,
400,,,,
400,,,,
400,,,,
36,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
99,,,,
16,,,,
400,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,
400,,,,
400,,,,
400,,,,
16,,,,